Customer ID,Contact Date,Contact Channel,Number of JTBD,Interaction competence rating,Level of Support,Support Service Used,Deflection Provided,Digicare Case Open,Average CSAT,Deflection,JTBD,CSAT group
Cust479,01/12/2024,Phone,3,Do it myself,Assisted digital,Assisted digital,No,No,5,Other,Non-digital,Campaign
Cust480,02/12/2024,Webchat,4,Do it with me,Digicare,Libraries Connected,No,Yes,2,screen share,Non-digital,Campaign
Cust481,03/12/2024,Phone,4,Refer to Digicare,Self help,Libraries Connected,No,Yes,5,self help resources,Digital,Digicare
Cust482,04/12/2024,Phone,2,Do it with me,Assisted digital,Assisted digital,No,No,5,screen share,Non-digital,Book
Cust483,05/12/2024,Webchat,2,Do it with me,Digicare,Self help,No,No,4,no deflection,Digital,Campaign
Cust484,06/12/2024,Webchat,4,Do it myself,Self help,Digicare,Yes,No,5,no deflection,Non-digital,Book
Cust485,07/12/2024,Webchat,3,Do it myself,Assisted digital,Self help,Yes,Yes,3,screen share,Digital,Book
Cust486,08/12/2024,Webchat,4,Do it myself,Digicare,Assisted digital,Yes,Yes,4,no deflection,Non-digital,Campaign
Cust487,09/12/2024,Phone,2,Do it myself,Self help,Self help,No,No,3,screen share,Digital,Libraries Connected
Cust488,10/12/2024,Webchat,1,Do it myself,Assisted digital,Digicare,Yes,No,1,Other,Digital,Campaign
Cust489,11/12/2024,Phone,2,Do it myself,Digicare,Digicare,No,No,5,no deflection,Non-digital,Digicare
Cust490,12/12/2024,Phone,3,Do it with me,Self help,Libraries Connected,No,No,4,Other,Non-digital,Campaign
Cust491,13/12/2024,Phone,3,Do it with me,Assisted digital,Assisted digital,Yes,No,4,no deflection,Digital,Digicare
Cust492,14/12/2024,Webchat,3,Do it with me,Digicare,Libraries Connected,No,No,1,Other,Non-digital,Campaign
Cust493,15/12/2024,Webchat,3,Do it with me,Self help,Self help,Yes,No,1,Other,Digital,Libraries Connected
Cust494,16/12/2024,Webchat,4,Do it with me,Assisted digital,Self help,No,No,5,screen share,Non-digital,Digicare
Cust495,17/12/2024,Phone,1,Do it with me,Digicare,Self help,Yes,No,5,screen share,Non-digital,Digicare
Cust496,18/12/2024,Phone,2,Do it with me,Self help,Assisted digital,No,No,3,no deflection,Non-digital,Digicare
Cust497,19/12/2024,Phone,1,Do it with me,Assisted digital,Self help,Yes,No,5,screen share,Digital,Book
Cust498,20/12/2024,Phone,4,Do it with me,Digicare,Digicare,No,No,4,no deflection,Digital,Digicare
Cust499,21/12/2024,Webchat,4,Do it myself,Self help,Assisted digital,Yes,No,5,screen share,Non-digital,Libraries Connected
Cust500,22/12/2024,Webchat,2,Do it with me,Assisted digital,Libraries Connected,No,Yes,3,no deflection,Non-digital,Digicare
Cust001,23/12/2024,Phone,3,Refer to Digicare,Digicare,Assisted digital,Yes,No,5,screen share,Digital,Book
Cust002,24/12/2024,Phone,1,Do it with me,Self help,Assisted digital,Yes,Yes,5,screen share,Digital,Libraries Connected
Cust003,25/12/2024,Webchat,4,Do it myself,Assisted digital,Digicare,Yes,No,3,no deflection,Non-digital,Book
Cust004,26/12/2024,Phone,3,Do it with me,Digicare,Self help,No,No,1,screen share,Digital,Digicare
Cust005,27/12/2024,Phone,3,Do it myself,Self help,Digicare,No,No,1,no deflection,Digital,Libraries Connected
Cust006,28/12/2024,Phone,1,Do it with me,Assisted digital,Self help,Yes,No,1,no deflection,Digital,Campaign
Cust007,29/12/2024,Phone,1,Do it myself,Digicare,Self help,Yes,No,1,no deflection,Digital,Libraries Connected
Cust008,30/12/2024,Phone,3,Do it with me,Self help,Self help,Yes,No,3,screen share,Non-digital,Libraries Connected
Cust009,31/12/2024,Webchat,1,Do it myself,Assisted digital,Assisted digital,Yes,No,2,Other,Non-digital,Book
Cust010,10/01/2024,Webchat,4,Do it with me,Digicare,Libraries Connected,Yes,No,3,no deflection,Non-digital,Book
Cust011,11/01/2024,Webchat,3,Do it with me,Self help,Digicare,Yes,No,4,screen share,Digital,Book
Cust012,12/01/2024,Webchat,3,Do it with me,Assisted digital,Self help,Yes,No,2,no deflection,Digital,Book
Cust013,13/01/2024,Phone,1,Do it with me,Digicare,Digicare,No,No,3,no deflection,Non-digital,Libraries Connected
Cust014,14/01/2024,Webchat,4,Do it with me,Self help,Digicare,No,No,2,Other,Non-digital,Campaign
Cust015,15/01/2024,Phone,1,Refer to Digicare,Assisted digital,Assisted digital,No,No,4,Other,Digital,Campaign
Cust016,16/01/2024,Phone,4,Do it with me,Digicare,Libraries Connected,Yes,No,4,screen share,Non-digital,Campaign
Cust017,17/01/2024,Phone,4,Do it with me,Self help,Assisted digital,Yes,No,2,self help resources,Non-digital,Book
Cust018,18/01/2024,Phone,1,Do it myself,Assisted digital,Self help,Yes,No,5,Other,Digital,Libraries Connected
Cust019,19/01/2024,Phone,4,Do it myself,Digicare,Assisted digital,No,No,3,screen share,Non-digital,Book
Cust020,20/01/2024,Phone,1,Refer to Digicare,Self help,Assisted digital,Yes,Yes,1,no deflection,Non-digital,Campaign
Cust021,21/01/2024,Phone,1,Do it myself,Assisted digital,Self help,Yes,Yes,5,screen share,Non-digital,Digicare
Cust022,22/01/2024,Phone,4,Do it myself,Digicare,Self help,No,No,2,no deflection,Digital,Digicare
Cust023,23/01/2024,Phone,2,Do it with me,Self help,Self help,Yes,No,2,no deflection,Non-digital,Libraries Connected
Cust024,24/01/2024,Phone,3,Do it myself,Assisted digital,Self help,Yes,No,5,no deflection,Non-digital,Digicare
Cust025,25/01/2024,Phone,2,Do it with me,Digicare,Digicare,Yes,Yes,3,Other,Digital,Campaign
Cust026,26/01/2024,Webchat,1,Refer to Digicare,Self help,Self help,No,No,3,screen share,Digital,Book
Cust027,27/01/2024,Phone,4,Do it myself,Assisted digital,Assisted digital,No,Yes,4,no deflection,Non-digital,Campaign
Cust028,28/01/2024,Webchat,1,Do it with me,Digicare,Digicare,No,No,2,no deflection,Digital,Book
Cust029,29/01/2024,Phone,4,Do it myself,Self help,Self help,No,No,5,Other,Digital,Campaign
Cust030,30/01/2024,Phone,4,Do it myself,Assisted digital,Libraries Connected,Yes,No,5,no deflection,Non-digital,Book
Cust031,31/01/2024,Phone,4,Do it with me,Digicare,Digicare,No,No,3,no deflection,Non-digital,Libraries Connected
Cust032,01/02/2024,Webchat,3,Refer to Digicare,Self help,Digicare,No,No,3,screen share,Digital,Book
Cust033,02/02/2024,Webchat,2,Refer to Digicare,Assisted digital,Self help,Yes,Yes,5,no deflection,Digital,Book
Cust034,03/02/2024,Phone,1,Do it with me,Digicare,Digicare,Yes,No,2,no deflection,Digital,Book
Cust035,04/02/2024,Webchat,2,Do it myself,Self help,Self help,Yes,No,3,self help resources,Digital,Campaign
Cust036,05/02/2024,Phone,3,Do it myself,Assisted digital,Digicare,No,No,2,screen share,Non-digital,Digicare
Cust037,06/02/2024,Webchat,2,Do it with me,Digicare,Digicare,No,No,1,Other,Digital,Campaign
Cust038,07/02/2024,Social Media,1,Do it with me,Self help,Assisted digital,Yes,No,2,screen share,Non-digital,Book
Cust039,08/02/2024,Social Media,3,Do it myself,Assisted digital,Self help,Yes,No,1,screen share,Digital,Book
Cust040,09/02/2024,Social Media,4,Do it myself,Digicare,Assisted digital,No,No,3,Other,Non-digital,Book
Cust041,10/02/2024,Social Media,1,Do it myself,Self help,Self help,Yes,No,1,screen share,Digital,Campaign
Cust042,11/02/2024,Social Media,1,Do it with me,Assisted digital,Self help,Yes,Yes,4,Other,Digital,Book
Cust043,12/02/2024,Social Media,2,Do it myself,Digicare,Assisted digital,Yes,No,3,Other,Non-digital,Libraries Connected
Cust044,13/02/2024,Social Media,4,Do it with me,Self help,Self help,Yes,Yes,2,Other,Non-digital,Campaign
Cust045,14/02/2024,Social Media,4,Do it myself,Assisted digital,Digicare,Yes,Yes,5,no deflection,Non-digital,Book
Cust046,15/02/2024,Social Media,4,Do it with me,Digicare,Assisted digital,Yes,Yes,2,screen share,Digital,Book
Cust047,16/02/2024,Social Media,3,Do it with me,Self help,Digicare,Yes,Yes,1,no deflection,Non-digital,Digicare
Cust048,17/02/2024,Social Media,3,Do it with me,Assisted digital,Self help,No,No,2,no deflection,Non-digital,Campaign
Cust049,18/02/2024,Social Media,3,Do it myself,Digicare,Assisted digital,No,No,2,Other,Digital,Libraries Connected
Cust050,19/02/2024,Social Media,3,Do it with me,Self help,Assisted digital,No,No,4,screen share,Digital,Campaign
Cust051,20/02/2024,Social Media,3,Do it myself,Assisted digital,Assisted digital,Yes,No,2,no deflection,Non-digital,Campaign
Cust052,21/02/2024,Social Media,4,Do it with me,Digicare,Self help,No,No,3,no deflection,Digital,Campaign
Cust053,22/02/2024,Social Media,3,Do it with me,Self help,Digicare,No,No,5,no deflection,Digital,Book
Cust054,23/02/2024,Social Media,2,Do it myself,Assisted digital,Digicare,No,No,1,screen share,Non-digital,Book
Cust055,24/02/2024,Social Media,2,Do it myself,Digicare,Libraries Connected,No,No,2,no deflection,Digital,Libraries Connected
Cust056,25/02/2024,Social Media,2,Do it with me,Self help,Assisted digital,No,No,2,no deflection,Non-digital,Digicare
Cust057,26/02/2024,Social Media,3,Do it with me,Assisted digital,Digicare,No,No,1,Other,Digital,Libraries Connected
Cust058,27/02/2024,Social Media,3,Do it with me,Digicare,Self help,No,No,5,Other,Non-digital,Campaign
Cust059,28/02/2024,Social Media,3,Do it myself,Self help,Assisted digital,No,No,3,no deflection,Digital,Libraries Connected
Cust060,29/02/2024,Social Media,2,Do it myself,Assisted digital,Self help,Yes,No,2,no deflection,Non-digital,Campaign
Cust061,01/03/2024,Phone,1,Do it with me,Digicare,Digicare,Yes,No,1,no deflection,Non-digital,Campaign
Cust062,02/03/2024,Phone,2,Do it with me,Self help,Digicare,No,No,2,screen share,Non-digital,Campaign
Cust063,03/03/2024,Phone,2,Do it myself,Assisted digital,Assisted digital,Yes,No,3,Other,Non-digital,Digicare
Cust064,04/03/2024,Phone,1,Do it with me,Digicare,Assisted digital,Yes,No,4,self help resources,Digital,Digicare
Cust065,05/03/2024,Webchat,1,Do it myself,Self help,Libraries Connected,Yes,No,4,no deflection,Digital,Libraries Connected
Cust066,06/03/2024,Phone,4,Do it with me,Assisted digital,Assisted digital,Yes,No,4,no deflection,Digital,Campaign
Cust067,07/03/2024,Phone,2,Do it with me,Digicare,Digicare,No,No,2,Other,Digital,Campaign
Cust068,08/03/2024,Phone,3,Do it myself,Self help,Assisted digital,No,No,4,no deflection,Digital,Campaign
Cust069,09/03/2024,Webchat,1,Do it with me,Assisted digital,Libraries Connected,No,No,5,Other,Digital,Libraries Connected
Cust070,10/03/2024,Phone,3,Refer to Digicare,Digicare,Libraries Connected,Yes,Yes,1,no deflection,Non-digital,Digicare
Cust071,11/03/2024,Phone,4,Do it myself,Self help,Libraries Connected,Yes,Yes,2,Other,Digital,Book
Cust072,12/03/2024,Phone,1,Do it with me,Assisted digital,Self help,Yes,Yes,2,self help resources,Digital,Campaign
Cust073,13/03/2024,Phone,3,Do it myself,Digicare,Self help,No,No,5,self help resources,Digital,Book
Cust074,14/03/2024,Phone,4,Do it myself,Self help,Assisted digital,Yes,No,3,no deflection,Digital,Book
Cust075,15/03/2024,Phone,2,Refer to Digicare,Assisted digital,Digicare,Yes,Yes,5,self help resources,Digital,Book
Cust076,16/03/2024,Webchat,3,Do it with me,Digicare,Digicare,No,No,4,screen share,Digital,Libraries Connected
Cust077,17/03/2024,Phone,1,Do it with me,Self help,Libraries Connected,No,No,1,no deflection,Non-digital,Campaign
Cust078,18/03/2024,Phone,4,Do it with me,Assisted digital,Digicare,No,No,1,screen share,Non-digital,Book
Cust079,19/03/2024,Phone,4,Do it with me,Digicare,Libraries Connected,Yes,No,5,no deflection,Non-digital,Digicare
Cust080,20/03/2024,Phone,3,Do it myself,Self help,Libraries Connected,No,No,4,screen share,Non-digital,Digicare
Cust081,21/03/2024,Phone,2,Do it myself,Assisted digital,Digicare,No,No,4,no deflection,Non-digital,Campaign
Cust082,22/03/2024,Phone,3,Do it with me,Digicare,Assisted digital,No,No,4,no deflection,Digital,Digicare
Cust083,23/03/2024,Webchat,3,Do it myself,Self help,Assisted digital,Yes,No,2,no deflection,Non-digital,Digicare
Cust084,24/03/2024,Webchat,4,Do it myself,Assisted digital,Assisted digital,Yes,No,1,screen share,Non-digital,Digicare
Cust085,25/03/2024,Phone,4,Do it with me,Digicare,Self help,Yes,No,5,self help resources,Non-digital,Book
Cust086,26/03/2024,Phone,2,Do it myself,Self help,Assisted digital,Yes,No,1,no deflection,Digital,Campaign
Cust087,27/03/2024,Phone,4,Do it with me,Assisted digital,Digicare,Yes,No,2,Other,Non-digital,Libraries Connected
Cust088,28/03/2024,Phone,4,Do it myself,Digicare,Assisted digital,Yes,No,2,screen share,Digital,Digicare
Cust089,29/03/2024,Phone,2,Do it with me,Self help,Self help,No,No,4,no deflection,Non-digital,Libraries Connected
Cust090,30/03/2024,Phone,2,Do it with me,Assisted digital,Assisted digital,Yes,Yes,2,self help resources,Digital,Libraries Connected
Cust091,31/03/2024,Webchat,3,Do it myself,Digicare,Digicare,No,No,2,no deflection,Non-digital,Digicare
Cust092,01/04/2024,Phone,4,Do it with me,Self help,Libraries Connected,Yes,No,1,screen share,Non-digital,Digicare
Cust093,02/04/2024,Phone,1,Do it myself,Assisted digital,Libraries Connected,No,No,4,self help resources,Non-digital,Digicare
Cust094,03/04/2024,Phone,4,Do it with me,Digicare,Assisted digital,No,Yes,3,screen share,Non-digital,Book
Cust095,04/04/2024,Phone,3,Do it with me,Self help,Self help,Yes,No,1,no deflection,Non-digital,Campaign
Cust096,05/04/2024,Phone,3,Do it with me,Assisted digital,Libraries Connected,No,No,5,no deflection,Non-digital,Book
Cust097,06/04/2024,Phone,4,Refer to Digicare,Digicare,Self help,Yes,No,5,screen share,Digital,Book
Cust098,07/04/2024,Phone,4,Do it myself,Self help,Libraries Connected,No,No,1,Other,Digital,Campaign
Cust099,08/04/2024,Webchat,1,Do it myself,Assisted digital,Assisted digital,Yes,No,5,no deflection,Digital,Book
Cust100,09/04/2024,Webchat,1,Refer to Digicare,Digicare,Assisted digital,Yes,No,2,Other,Digital,Book
Cust101,10/04/2024,Webchat,4,Do it myself,Self help,Digicare,Yes,No,3,Other,Non-digital,Campaign
Cust102,11/04/2024,Phone,3,Do it with me,Assisted digital,Self help,Yes,No,1,screen share,Non-digital,Libraries Connected
Cust103,12/04/2024,Phone,3,Do it myself,Digicare,Libraries Connected,Yes,No,5,screen share,Non-digital,Book
Cust104,13/04/2024,Phone,4,Do it with me,Self help,Libraries Connected,Yes,No,2,no deflection,Digital,Digicare
Cust105,14/04/2024,Phone,1,Refer to Digicare,Assisted digital,Assisted digital,Yes,No,4,screen share,Digital,Libraries Connected
Cust106,15/04/2024,Phone,2,Do it myself,Digicare,Assisted digital,No,No,4,no deflection,Non-digital,Digicare
Cust107,16/04/2024,Webchat,2,Do it with me,Self help,Libraries Connected,No,No,2,Other,Digital,Digicare
Cust108,17/04/2024,Phone,3,Do it with me,Assisted digital,Assisted digital,No,No,1,Other,Digital,Book
Cust109,18/04/2024,Webchat,4,Refer to Digicare,Digicare,Digicare,Yes,No,2,self help resources,Digital,Book
Cust110,19/04/2024,Phone,1,Do it myself,Self help,Digicare,No,No,5,no deflection,Non-digital,Digicare
Cust111,20/04/2024,Phone,4,Do it with me,Assisted digital,Libraries Connected,No,No,2,no deflection,Non-digital,Digicare
Cust112,21/04/2024,Phone,2,Do it with me,Digicare,Libraries Connected,Yes,Yes,4,no deflection,Non-digital,Digicare
Cust113,22/04/2024,Phone,1,Do it with me,Self help,Digicare,No,No,5,screen share,Digital,Libraries Connected
Cust114,23/04/2024,Phone,3,Refer to Digicare,Assisted digital,Digicare,Yes,No,4,screen share,Digital,Book
Cust115,24/04/2024,Webchat,2,Do it myself,Digicare,Self help,No,No,4,no deflection,Non-digital,Libraries Connected
Cust116,25/04/2024,Phone,3,Do it myself,Self help,Digicare,No,No,5,no deflection,Non-digital,Campaign
Cust117,26/04/2024,Phone,3,Refer to Digicare,Assisted digital,Libraries Connected,No,No,1,no deflection,Non-digital,Book
Cust118,27/04/2024,Phone,3,Do it with me,Digicare,Assisted digital,No,No,1,self help resources,Digital,Book
Cust119,28/04/2024,Phone,2,Do it myself,Self help,Libraries Connected,Yes,No,4,no deflection,Non-digital,Campaign
Cust120,29/04/2024,Webchat,1,Do it with me,Assisted digital,Digicare,No,No,2,no deflection,Non-digital,Campaign
Cust121,30/04/2024,Phone,3,Do it myself,Digicare,Assisted digital,Yes,No,3,self help resources,Digital,Digicare
Cust122,01/05/2024,Webchat,1,Do it with me,Self help,Self help,No,No,2,Other,Non-digital,Digicare
Cust123,02/05/2024,Webchat,3,Do it with me,Assisted digital,Libraries Connected,Yes,No,3,no deflection,Non-digital,Campaign
Cust124,03/05/2024,Phone,3,Do it with me,Digicare,Digicare,Yes,No,4,screen share,Digital,Book
Cust125,04/05/2024,Phone,4,Do it myself,Self help,Assisted digital,Yes,No,1,self help resources,Digital,Campaign
Cust126,05/05/2024,Phone,3,Do it with me,Assisted digital,Assisted digital,Yes,No,2,screen share,Digital,Campaign
Cust127,06/05/2024,Webchat,2,Do it myself,Digicare,Digicare,Yes,No,2,self help resources,Digital,Book
Cust128,07/05/2024,Phone,1,Do it myself,Self help,Libraries Connected,No,No,4,screen share,Digital,Campaign
Cust129,08/05/2024,Webchat,2,Do it with me,Assisted digital,Self help,No,No,4,no deflection,Digital,Libraries Connected
Cust130,09/05/2024,Phone,4,Do it myself,Digicare,Libraries Connected,No,No,3,no deflection,Digital,Libraries Connected
Cust131,10/05/2024,Webchat,3,Do it myself,Self help,Libraries Connected,No,No,2,no deflection,Non-digital,Campaign
Cust132,11/05/2024,Phone,2,Do it with me,Assisted digital,Libraries Connected,Yes,No,2,no deflection,Non-digital,Campaign
Cust133,12/05/2024,Phone,2,Do it myself,Digicare,Self help,No,No,4,no deflection,Digital,Digicare
Cust134,13/05/2024,Webchat,2,Do it myself,Self help,Digicare,Yes,No,1,screen share,Digital,Book
Cust135,14/05/2024,Phone,4,Do it myself,Assisted digital,Digicare,No,No,5,no deflection,Non-digital,Campaign
Cust136,15/05/2024,Phone,3,Do it myself,Digicare,Digicare,Yes,No,1,no deflection,Non-digital,Campaign
Cust137,16/05/2024,Phone,1,Refer to Digicare,Self help,Assisted digital,Yes,No,4,screen share,Non-digital,Digicare
Cust138,17/05/2024,Webchat,3,Do it myself,Assisted digital,Assisted digital,No,No,5,no deflection,Digital,Digicare
Cust139,18/05/2024,Webchat,1,Do it myself,Digicare,Self help,Yes,Yes,4,no deflection,Digital,Campaign
Cust140,19/05/2024,Phone,2,Do it myself,Self help,Libraries Connected,No,No,2,self help resources,Digital,Book
Cust141,20/05/2024,Phone,3,Do it myself,Assisted digital,Assisted digital,Yes,No,4,screen share,Non-digital,Digicare
Cust142,21/05/2024,Phone,3,Do it myself,Digicare,Libraries Connected,No,No,5,Other,Non-digital,Digicare
Cust143,22/05/2024,Phone,3,Do it myself,Self help,Libraries Connected,No,No,2,no deflection,Non-digital,Digicare
Cust144,23/05/2024,Phone,3,Do it with me,Assisted digital,Self help,No,No,1,screen share,Non-digital,Libraries Connected
Cust145,24/05/2024,Phone,3,Do it with me,Digicare,Assisted digital,Yes,No,5,screen share,Non-digital,Campaign
Cust146,25/05/2024,Phone,3,Do it myself,Self help,Assisted digital,No,Yes,3,screen share,Non-digital,Book
Cust147,26/05/2024,Phone,2,Do it myself,Assisted digital,Self help,No,No,4,no deflection,Digital,Libraries Connected
Cust148,27/05/2024,Phone,4,Do it myself,Digicare,Assisted digital,Yes,No,2,screen share,Digital,Campaign
Cust149,28/05/2024,Phone,1,Do it myself,Self help,Self help,Yes,No,2,screen share,Digital,Campaign
Cust150,29/05/2024,Phone,2,Do it with me,Assisted digital,Libraries Connected,No,No,2,no deflection,Digital,Libraries Connected
Cust151,30/05/2024,Phone,1,Do it myself,Digicare,Self help,Yes,No,3,Other,Digital,Book
Cust152,31/05/2024,Phone,4,Do it with me,Self help,Assisted digital,No,No,2,no deflection,Digital,Book
Cust153,01/06/2024,Webchat,2,Do it with me,Assisted digital,Libraries Connected,Yes,No,4,no deflection,Digital,Libraries Connected
Cust154,02/06/2024,Phone,2,Do it with me,Digicare,Libraries Connected,Yes,No,5,Other,Non-digital,Libraries Connected
Cust155,03/06/2024,Phone,1,Do it with me,Self help,Self help,No,No,5,Other,Non-digital,Campaign
Cust156,04/06/2024,Phone,1,Do it with me,Assisted digital,Self help,Yes,No,5,self help resources,Digital,Libraries Connected
Cust157,05/06/2024,Webchat,3,Do it myself,Digicare,Libraries Connected,No,No,2,no deflection,Non-digital,Campaign
Cust158,06/06/2024,Phone,4,Do it myself,Self help,Digicare,Yes,No,4,screen share,Digital,Digicare
Cust159,07/06/2024,Webchat,4,Do it with me,Assisted digital,Libraries Connected,No,No,3,no deflection,Non-digital,Campaign
Cust160,08/06/2024,Webchat,3,Do it myself,Digicare,Self help,Yes,No,4,screen share,Non-digital,Book
Cust161,09/06/2024,Webchat,1,Do it with me,Self help,Digicare,No,No,4,self help resources,Non-digital,Digicare
Cust162,10/06/2024,Phone,4,Do it myself,Assisted digital,Libraries Connected,Yes,No,1,Other,Non-digital,Book
Cust163,11/06/2024,Phone,3,Refer to Digicare,Digicare,Digicare,No,No,1,Other,Digital,Book
Cust164,12/06/2024,Phone,3,Do it with me,Self help,Digicare,Yes,No,5,no deflection,Digital,Libraries Connected
Cust165,13/06/2024,Phone,4,Do it myself,Assisted digital,Libraries Connected,Yes,No,1,Other,Digital,Digicare
Cust166,14/06/2024,Phone,1,Do it with me,Digicare,Self help,No,Yes,3,screen share,Digital,Digicare
Cust167,15/06/2024,Phone,2,Do it myself,Self help,Assisted digital,No,No,4,Other,Non-digital,Campaign
Cust168,16/06/2024,Phone,4,Refer to Digicare,Assisted digital,Digicare,Yes,No,2,no deflection,Non-digital,Campaign
Cust169,17/06/2024,Phone,3,Do it with me,Digicare,Digicare,Yes,No,2,no deflection,Digital,Libraries Connected
Cust170,18/06/2024,Phone,4,Do it with me,Self help,Libraries Connected,No,No,3,Other,Digital,Libraries Connected
Cust171,19/06/2024,Webchat,4,Do it with me,Assisted digital,Self help,Yes,No,2,no deflection,Digital,Libraries Connected
Cust172,20/06/2024,Webchat,2,Do it myself,Digicare,Libraries Connected,Yes,Yes,4,no deflection,Non-digital,Libraries Connected
Cust173,21/06/2024,Phone,3,Do it myself,Self help,Libraries Connected,Yes,Yes,1,screen share,Non-digital,Digicare
Cust174,22/06/2024,Phone,4,Do it with me,Assisted digital,Assisted digital,No,No,5,Other,Non-digital,Libraries Connected
Cust175,23/06/2024,Phone,2,Refer to Digicare,Digicare,Libraries Connected,No,Yes,2,no deflection,Digital,Campaign
Cust176,24/06/2024,Phone,1,Do it with me,Self help,Digicare,Yes,No,1,Other,Non-digital,Campaign
Cust177,25/06/2024,Phone,1,Do it with me,Assisted digital,Libraries Connected,Yes,No,3,no deflection,Non-digital,Campaign
Cust178,26/06/2024,Phone,1,Do it myself,Digicare,Assisted digital,No,No,1,no deflection,Non-digital,Book
Cust179,27/06/2024,Phone,3,Do it myself,Self help,Self help,No,No,2,self help resources,Digital,Libraries Connected
Cust180,28/06/2024,Webchat,3,Do it with me,Assisted digital,Self help,No,No,1,no deflection,Non-digital,Book
Cust181,29/06/2024,Phone,2,Do it with me,Digicare,Self help,Yes,No,2,screen share,Non-digital,Libraries Connected
Cust182,30/06/2024,Webchat,2,Do it with me,Self help,Digicare,Yes,No,3,no deflection,Digital,Libraries Connected
Cust183,01/07/2024,Webchat,2,Do it myself,Assisted digital,Digicare,No,No,2,Other,Non-digital,Book
Cust184,02/07/2024,Webchat,4,Do it myself,Digicare,Digicare,No,No,2,no deflection,Digital,Campaign
Cust185,03/07/2024,Phone,4,Do it myself,Self help,Assisted digital,No,Yes,1,screen share,Non-digital,Campaign
Cust186,04/07/2024,Phone,2,Do it with me,Assisted digital,Self help,Yes,Yes,1,Other,Non-digital,Campaign
Cust187,05/07/2024,Phone,4,Do it myself,Digicare,Assisted digital,Yes,No,2,Other,Non-digital,Campaign
Cust188,06/07/2024,Phone,2,Refer to Digicare,Self help,Assisted digital,Yes,No,4,Other,Digital,Campaign
Cust189,07/07/2024,Webchat,1,Do it myself,Assisted digital,Libraries Connected,Yes,No,1,screen share,Non-digital,Digicare
Cust190,08/07/2024,Phone,4,Do it with me,Digicare,Assisted digital,Yes,No,5,no deflection,Digital,Book
Cust191,09/07/2024,Webchat,3,Do it myself,Self help,Assisted digital,Yes,No,2,no deflection,Digital,Digicare
Cust192,10/07/2024,Webchat,4,Do it with me,Assisted digital,Digicare,No,No,1,no deflection,Non-digital,Digicare
Cust193,11/07/2024,Phone,4,Do it myself,Digicare,Self help,No,No,3,no deflection,Digital,Libraries Connected
Cust194,12/07/2024,Phone,2,Refer to Digicare,Self help,Self help,Yes,No,2,no deflection,Digital,Book
Cust195,13/07/2024,Phone,4,Do it with me,Assisted digital,Libraries Connected,Yes,No,3,Other,Non-digital,Digicare
Cust196,14/07/2024,Phone,3,Refer to Digicare,Digicare,Digicare,Yes,No,4,no deflection,Digital,Campaign
Cust197,15/07/2024,Phone,3,Do it with me,Self help,Libraries Connected,Yes,Yes,3,no deflection,Non-digital,Libraries Connected
Cust198,16/07/2024,Phone,4,Do it with me,Assisted digital,Assisted digital,Yes,No,4,no deflection,Digital,Book
Cust199,17/07/2024,Poly AI,2,Do it with me,Digicare,Self help,Yes,No,4,no deflection,Non-digital,Campaign
Cust200,18/07/2024,Poly AI,3,Do it myself,Self help,Assisted digital,No,No,1,no deflection,Non-digital,Book
Cust201,19/07/2024,Poly AI,4,Do it myself,Assisted digital,Libraries Connected,No,No,1,no deflection,Digital,Book
Cust202,20/07/2024,Poly AI,3,Refer to Digicare,Digicare,Libraries Connected,No,No,2,no deflection,Digital,Book
Cust203,21/07/2024,Poly AI,2,Do it myself,Self help,Digicare,No,No,2,screen share,Digital,Libraries Connected
Cust204,22/07/2024,Poly AI,1,Do it myself,Assisted digital,Digicare,Yes,No,1,screen share,Non-digital,Libraries Connected
Cust205,23/07/2024,Poly AI,2,Refer to Digicare,Digicare,Libraries Connected,No,No,3,self help resources,Digital,Digicare
Cust206,24/07/2024,Poly AI,1,Do it with me,Self help,Self help,No,No,1,Other,Non-digital,Libraries Connected
Cust207,25/07/2024,Poly AI,3,Do it with me,Assisted digital,Assisted digital,Yes,No,5,Other,Digital,Digicare
Cust208,26/07/2024,Poly AI,2,Do it with me,Digicare,Assisted digital,No,No,2,Other,Non-digital,Digicare
Cust209,27/07/2024,Poly AI,3,Do it myself,Self help,Digicare,No,No,5,no deflection,Digital,Book
Cust210,28/07/2024,Poly AI,1,Do it with me,Assisted digital,Assisted digital,No,Yes,2,no deflection,Digital,Campaign
Cust211,29/07/2024,Poly AI,2,Do it with me,Digicare,Libraries Connected,Yes,No,2,Other,Digital,Digicare
Cust212,30/07/2024,Poly AI,1,Do it with me,Self help,Assisted digital,No,No,4,self help resources,Non-digital,Digicare
Cust213,31/07/2024,Poly AI,3,Do it myself,Assisted digital,Assisted digital,No,No,3,self help resources,Non-digital,Digicare
Cust214,01/08/2024,Poly AI,2,Do it myself,Digicare,Assisted digital,No,No,3,no deflection,Digital,Book
Cust215,02/08/2024,Poly AI,2,Do it myself,Self help,Assisted digital,No,No,1,no deflection,Digital,Book
Cust216,03/08/2024,Poly AI,3,Do it myself,Assisted digital,Assisted digital,No,No,1,no deflection,Digital,Book
Cust217,04/08/2024,Poly AI,2,Do it with me,Digicare,Libraries Connected,Yes,No,2,no deflection,Digital,Campaign
Cust218,05/08/2024,Poly AI,2,Do it with me,Self help,Libraries Connected,Yes,No,5,no deflection,Digital,Campaign
